customer_sk,customer_id,customer_name,customer_segment,marital_status,gender,dob,start_day,end_day,is_current
7,1016,Professor. Francis Sherrill,Home Office,Single,Male,1992-02-05,0,,True
8,1018,Doctor Meredith Humphrey,Home Office,Single,Female,1998-02-05,0,,True
10,1020,Professor Julie nan Porter,Small Business,Single,Female,1991-02-05,0,,True
11,1023,Dr. Glen Newman,Small Business,Single,Male,1993-02-05,0,,True
12,1026,Professor Eugene Kerr,Small Business,Single,Male,1991-02-05,0,,True
13,1027,Prof. Brian Bennett,Small Business,Single,Male,1990-02-05,0,,True
14,1028,Doctor. Marguerite Rodgers,Small Business,Single,Female,1992-02-05,0,,True
16,1035,Dr. Kent Burton,Home Office,Single,Female,1997-02-05,0,,True
17,1036,Professor Jessica Huffman,Home Office,Single,Male,1991-02-05,0,,True
18,1038,Dr. Jon Hale,Corporate,Single,Female,1993-02-05,0,,True
19,1041,Prof. Mildred Chase,Small Business,Single,Female,1987-02-05,0,,True
20,1042,Professor Jerome Burch,Small Business,Single,Male,1990-02-05,0,,True
21,1044,Dr. Erin Ballard,Home Office,Single,Male,1994-02-05,0,,True
22,1047,Prof. Gayle Pearson,Home Office,Single,Male,1993-02-05,0,,True
23,1054,Doctor. Keith R Atkinson,Corporate,Single,Female,1994-02-05,0,,True
24,1060,Prof. Gene Gilliam,Small Business,Single,Male,1990-02-05,0,,True
25,1062,Doctor. Willie Robinson,Small Business,Single,Female,1988-12-07,0,,True
26,1065,Prof. Vicki nan Bond,Corporate,Single,Female,1998-02-05,0,,True
27,1068,Doctor. Erik nan Barr,Home Office,Single,Male,1990-02-05,0,,True
28,1069,Dr. Pam nan Bennett,Home Office,Single,Female,1989-02-05,0,,True
29,1072,Dr. Marion Owens,Corporate,Single,Female,1987-12-07,0,,True
30,1075,Professor Theodore nan Tyson,Home Office,Single,Female,1987-12-07,0,,True
31,1080,Prof. Colleen nan Fletcher,Corporate,Single,Female,1990-02-07,0,,True
32,1083,Doctor. Hazel nan Dale,Corporate,Single,Male,1991-02-05,0,,True
33,1085,Professor Ted Dunlap,Corporate,Single,Female,1994-02-05,0,,True
34,1086,Prof. Leon Peele,Home Office,Single,Female,1988-02-05,0,,True
36,1101,Prof. Kimberly McCarthy,Small Business,Single,Female,1993-02-05,0,,True
37,1104,Doctor. Timothy Ross,Home Office,Single,Female,1993-02-05,0,,True
38,1106,Dr. Maxine Collier Grady,Consumer,Single,Female,1994-12-07,0,,True
39,1107,Professor Joanna nan Keith,Small Business,Single,Female,1992-02-05,0,,True
40,1108,Prof. Dwight nan Bishop,Small Business,Single,Male,1991-02-05,0,,True
41,1109,Doctor. Dennis nan Welch,Consumer,Single,Male,1989-12-09,0,,True
42,1112,Professor Luis Kerr,Corporate,Single,Female,1998-02-05,0,,True
43,1113,Dr. Julia Reynolds,Corporate,Single,Female,1991-02-05,0,,True
44,1117,Doctor. Samantha Koch,Home Office,Single,Female,1996-02-05,0,,True
45,1121,Prof. Tonya Proctor,Consumer,Single,Female,1997-02-05,0,,True
46,1123,Professor Peggy Lanier,Small Business,Single,Female,1988-02-05,0,,True
47,1124,Dr. Randy Jiang,Small Business,Single,Female,1993-12-07,0,,True
48,1127,Dr. Ray nan Grady,Consumer,Single,Female,1996-02-05,0,,True
49,1128,Professor Kurt nan O'Connor,Consumer,Single,Female,1996-02-05,0,,True
50,1129,Professor Pam Patton,Home Office,Single,Female,1997-02-05,0,,True
51,1131,Prof. Benjamin nan Strauss,Home Office,Single,Male,1995-02-07,0,,True
52,1132,Doctor. Michael nan Robbins,Corporate,Single,Female,1991-02-05,0,,True
53,1133,Dr. Marjorie nan Owens,Home Office,Single,Female,1992-02-05,0,,True
54,1136,Professor Carmen nan McPherson,Consumer,Single,Male,1990-02-06,0,,True
55,1138,Prof. Malcolm nan Floyd,Home Office,Single,Female,1988-12-07,0,,True
56,1142,Doctor. Russell nan Chan,Home Office,Single,Female,1993-02-05,0,,True
58,1151,Prof. Edna Huang,Corporate,Single,Male,1991-12-07,0,,True
59,1155,Dr. Alex Nicholson,Consumer,Married,Male,1997-02-05,0,0.0,False
59,1155,Mr. Alex Nicholson,Consumer,Single,Male,1998-02-05,0,1.0,False
60,1155,Mr. AlEX NicholSON,Consumer,Married,Male,1997-02-05,1,2.0,False
61,1155,Mr. Alex Nicholson,Consumer,Divorced,Male,1997-02-05,2,,True
62,1156,Doctor. Edith Forbes,Consumer,Single,Male,1991-02-05,0,,True
63,1159,Dr. Arlene Weeks,Consumer,Married,Male,1991-12-08,0,,True
65,1170,Professor Jessie Houston,Consumer,Single,Male,1991-02-05,0,,True
66,1178,Professor. Sandy Hunt,Consumer,Single,Female,1988-12-07,0,,True
68,1182,Prof. Jesse Williamson,Home Office,Single,Male,1990-02-05,0,,True
69,1183,Professor Becky O'Brien,Home Office,Single,Male,1993-02-08,0,,True
70,1185,Doctor Lee Xu,Consumer,Single,Female,1994-02-05,0,,True
71,1186,Dr. Glenda Herbert,Consumer,Single,Male,1993-02-05,0,,True
72,1189,Doctor. Dwight Stephenson,Consumer,Single,Male,1990-12-07,0,,True
73,1191,Prof. John Morse,Small Business,Single,Female,1993-02-05,0,,True
74,1193,Doctor. Louis Parrish,Small Business,Single,Female,1992-02-05,0,,True
75,1194,Dr. Sidney Brewer,Small Business,Single,Female,1994-02-05,0,,True
76,1197,Dr. Grace McNeill Hunt,Small Business,Single,Male,1992-12-07,0,,True
77,1199,Professor Edward Lamm,Consumer,Single,Male,1993-02-05,0,,True
79,1200,Prof. Beth English,Consumer,Single,Female,1991-02-06,0,,True
80,1202,Doctor. Faye Wolf,Consumer,Single,Male,1989-02-05,0,,True
81,1203,Dr. Judy Merritt,Small Business,Single,Female,1998-02-05,0,,True
83,1211,Dr. Debra nan Proctor,Corporate,Single,Male,1990-02-07,0,,True
84,1212,Professor Eileen nan Fletcher,Corporate,Single,Male,1990-02-05,0,,True
85,1213,Prof. Jeremy nan Pratt,Corporate,Single,Male,1994-02-05,0,,True
86,1217,Professor Billy Perry Browning,Small Business,Single,Female,1989-12-10,0,,True
87,1226,Prof. Ken Cash,Small Business,Single,Female,1992-02-05,0,,True
88,1227,Doctor. Elsie Hwang,Small Business,Single,Male,1988-12-07,0,,True
89,1228,Dr. Hazel Jennings,Small Business,Single,Male,1993-02-05,0,,True
90,1229,Doctor. Patrick nan Byrne,Small Business,Single,Female,1995-02-05,0,,True
91,1234,Mr. Zeelan Shaik,Consumer,Married,Male,1997-02-05,1,,True
92,1237,Dr. Eva nan Simpson,Corporate,Single,Male,1994-02-05,0,,True
93,1238,Professor April nan Bowers,Corporate,Married,Male,1990-12-11,0,,True
95,1241,Prof. Bradley Schroeder,Small Business,Single,Male,1990-02-05,0,,True
96,1246,Professor Lois Hansen,Home Office,Single,Female,1989-02-05,0,,True
97,1247,Prof. Henry nan O'Connell,Home Office,Single,Male,1993-12-07,0,,True
98,1250,Doctor. Kara nan Patton,Corporate,Single,Female,1991-02-05,0,,True
99,1253,Dr. Vickie nan Coates,Home Office,Single,Female,1994-12-07,0,,True
100,1254,Professor Anne nan Bland,Home Office,Married,Female,1991-02-05,0,,True
101,1257,Prof. Ryan Foster,Home Office,Single,Female,1987-02-05,0,,True
102,1259,Professor. Keith Hobbs,Home Office,Single,Female,1987-02-05,0,,True
103,1261,Professor Vickie Gonzalez,Home Office,Single,Female,1996-02-05,0,,True
104,1265,Prof. Danielle nan Kramer,Home Office,Single,Male,1990-02-07,0,,True
105,1267,Doctor Rosemary Branch,Corporate,Single,Female,1993-02-05,0,,True
106,1271,Dr. Joanne Church,Corporate,Single,Female,1989-12-07,0,,True
107,1279,Doctor. Josephine nan Rao,Corporate,Single,Female,1993-02-05,0,,True
108,1280,Doctor. Harold Albright,Corporate,Single,Male,1991-02-05,0,,True
109,1281,Dr. Pauline nan Denton,Small Business,Single,Female,1996-02-05,0,,True
110,1282,Prof. Dana Sharpe,Small Business,Single,Male,1990-02-05,0,,True
111,1298,Professor Herbert nan Beard,Home Office,Single,Male,1991-02-05,0,,True
113,1303,Prof. Cindy Harvey,Consumer,Single,Female,1990-02-05,0,,True
114,1304,Professor Sherri McIntosh,Consumer,Single,Female,1986-02-05,0,,True
115,1305,Dr. Chris Pritchard,Consumer,Single,Male,1990-12-07,0,,True
116,1307,Doctor. Teresa Hill,Small Business,Single,Female,1992-02-05,0,,True
117,1314,Prof. Keith Marsh,Home Office,Single,Female,1991-02-05,0,,True
118,1315,Mr. Adam Saunders Gray,Home Office,Divorced,Male,1993-02-05,0,1.0,False
119,1315,Mr. aDAM Saunders Gray,Home Office,Remarried,Male,1993-02-05,1,2.0,False
120,1315,Mr. Adam Saunders Gray,Home Office,Single,Male,1993-02-05,2,,True
121,1316,Dr. Marion Lindsey,Home Office,Single,Female,1994-02-05,0,,True
122,1338,Prof. Denise nan McIntosh,Home Office,Single,Male,1990-02-09,0,,True
123,1340,Doctor. Marie Bass,Home Office,Single,Female,1994-02-05,0,,True
124,1341,Dr. Edward Bynum,Home Office,Single,Male,1991-02-05,0,,True
125,1347,Dr. Vivian Goldstein,Home Office,Single,Female,1987-02-05,0,,True
126,1350,Prof. Jackie Burke,Home Office,Single,Male,1988-12-07,0,,True
127,1351,Professor. Janet McCullough,Home Office,Single,Male,1993-02-05,0,,True
128,1352,Professor Vivian Clarke,Home Office,Single,Female,1985-12-07,0,,True
129,1354,Mr. AARON nan Dillon,Consumer,Single,Male,1997-02-05,0,1.0,False
130,1354,Mr. AARON nan DILLON,Consumer,Married,Male,1997-02-05,1,2.0,False
131,1354,Mr. Aaron nan Dillon,Consumer,Divorced,Male,1997-02-05,2,,True
132,1357,Dr. Marguerite nan Yu,Home Office,Single,Female,1994-02-05,0,,True
133,1360,Professor Arlene nan Gibbons,Consumer,Married,Male,1990-12-08,0,,True
134,1361,Prof. Kristina nan Collier,Consumer,Single,Female,1988-02-05,0,,True
135,1363,Doctor Earl Roy,Consumer,Single,Male,1990-02-05,0,,True
136,1364,Prof. Chris Ford,Home Office,Single,Male,1990-02-05,0,,True
137,1368,Doctor. Patsy nan Harmon,Consumer,Single,Female,1986-02-05,0,,True
138,1369,Dr. Joe D Dean,Consumer,Single,Female,1993-02-05,0,,True
140,1374,Doctor. Earl Buck,Home Office,Single,Male,1991-02-07,0,,True
141,1380,Doctor. Jeanne Walker,Home Office,Single,Male,1989-02-05,0,,True
142,1383,Prof. Christina Hanna,Consumer,Single,Female,1990-12-09,0,,True
143,1384,Dr. George McLamb,Consumer,Single,Male,1992-02-05,0,,True
144,1389,Professor Jean Khan,Consumer,Single,Male,1990-02-05,0,,True
145,1390,Dr. Hazel Jones,Corporate,Single,Male,1991-02-05,0,,True
146,1391,Doctor. Carolyn Greer,Small Business,Single,Male,1990-02-05,0,,True
147,1402,Professor Wesley nan Tate,Home Office,Single,Female,1992-02-05,0,,True
148,1405,Prof. Crystal nan Floyd,Home Office,Single,Male,1990-02-05,0,,True
149,1410,Prof. Charles Ward,Corporate,Single,Male,1991-02-05,0,,True
150,1412,Professor Marc Ray,Corporate,Single,Female,1997-02-05,0,,True
151,1413,Dr. Pamela Wiley,Corporate,Single,Female,1997-02-05,0,,True
152,1416,Doctor. Betsy nan Gibson,Small Business,Single,Female,1992-02-05,0,,True
153,1418,Dr. Rebecca nan Lindsey,Small Business,Single,Female,1989-02-05,0,,True
154,1419,Professor Brooke nan Lancaster,Small Business,Single,Male,1989-12-08,0,,True
155,1424,Dr. Robyn Zhou,Home Office,Single,Female,1989-02-05,0,,True
156,1425,Doctor. Gregory Crane,Small Business,Single,Male,1989-02-05,0,,True
157,1427,Prof. Stacy nan Gould,Home Office,Single,Female,1997-02-05,0,,True
159,1432,Doctor. Kerry nan Green,Corporate,Single,Female,1996-02-05,0,,True
160,1433,Dr. Frances nan Jackson,Corporate,Single,Male,1993-02-05,0,,True
161,1438,Professor Jean Weiss Diaz,Corporate,Single,Male,1990-02-05,0,,True
162,1439,Prof. Kyle Kaufman,Corporate,Single,Female,1994-02-05,0,,True
163,1442,Professor Rodney nan Field,Corporate,Single,Female,1990-12-07,0,,True
165,1450,Prof. Veronica Peck,Consumer,Single,Female,1996-12-07,0,,True
166,1459,Prof. Steve Raynor,Consumer,Single,Female,1996-02-05,0,,True
167,1466,Prof. Wesley nan Reid,Small Business,Single,Female,1989-12-07,0,,True
168,1469,Professor Vicki Zhu Daniels,Small Business,Single,Female,1990-12-07,0,,True
170,1471,Doctor. Danielle Daniel,Home Office,Single,Male,1990-02-06,0,,True
171,1472,Dr. Tommy Ellis Ritchie,Home Office,Single,Female,1993-02-05,0,,True
172,1473,Professor Paul Puckett,Home Office,Single,Female,1988-02-05,0,,True
173,1481,Dr. Marvin MacDonald,Corporate,Single,Female,1989-02-05,0,,True
174,1482,Doctor. Michael nan Tanner,Corporate,Single,Female,1993-12-07,0,,True
175,1484,Dr. Alison nan Stewart,Home Office,Divorced,Male,1995-02-05,0,,True
176,1485,Professor Wayne nan Sutherland,Home Office,Single,Female,1995-02-05,0,,True
177,1492,Prof. Don nan Beard,Corporate,Single,Male,1992-02-07,0,,True
178,1494,Prof. Kate Lehman,Corporate,Single,Female,1990-02-05,0,,True
179,1497,Doctor. Gloria Jacobs,Corporate,Single,Male,1990-02-05,0,,True
180,1499,Professor. Charlotte L Doyle,Home Office,Single,Male,1990-12-07,0,,True
182,1502,Doctor Renee Huang,Small Business,Single,Female,1995-02-05,0,,True
183,1505,Doctor. Kay nan Schultz,Small Business,Single,Female,1986-02-05,0,,True
184,1511,Dr. Joseph nan Dawson,Corporate,Single,Female,1991-02-05,0,,True
185,1519,Dr. Randall Boykin,Consumer,Single,Female,1991-02-05,0,,True
187,1526,Dr. Larry Hall,Home Office,Single,Female,1996-02-05,0,,True
188,1527,Prof. Neil Parker,Home Office,Single,Female,1989-02-05,0,,True
189,1528,Professor. Brad Stark,Small Business,Single,Male,1992-02-08,0,,True
191,1531,Doctor Jon Ayers,Consumer,Single,Female,1992-02-05,0,,True
192,1533,Professor Nicole nan Reid,Corporate,Single,Female,1991-02-05,0,,True
193,1548,Prof. John nan Bray,Corporate,Single,Female,1991-02-05,0,,True
194,1551,Dr. Laurence Flowers,Consumer,Single,Female,1989-02-05,0,,True
195,1552,Prof. Gary Koch,Small Business,Single,Male,1991-12-07,0,,True
196,1553,Professor. Tara Powers Underwood,Small Business,Single,Female,1996-02-05,0,,True
197,1554,Doctor Joan Floyd,Consumer,Single,Female,1989-12-07,0,,True
198,1556,Dr. Carol Wood,Consumer,Single,Male,1990-02-05,0,,True
199,1557,Prof. James Nicholson,Consumer,Single,Male,1993-02-05,0,,True
200,1559,Professor. Zachary Maynard,Consumer,Single,Female,1997-12-07,0,,True
201,1561,Doctor. Edwin nan Coley,Corporate,Single,Male,1989-12-07,0,,True
203,1574,Doctor Sherry Hurley,Consumer,Single,Female,1989-02-05,0,,True
204,1580,Professor Ronnie Nolan,Corporate,Single,Female,1989-02-05,0,,True
205,1590,Prof. Lucille Buchanan,Corporate,Single,Female,1991-12-07,0,,True
206,1593,Dr. Ronald nan O'Neill,Corporate,Single,Female,1987-02-05,0,,True
207,1595,Doctor. Chad Henson,Corporate,Single,Male,1991-02-05,0,,True
209,1602,Dr. Frank Hess,Home Office,Single,Male,1990-02-05,0,,True
210,1603,Mr. Alex Watkins,Small Business,Married,Male,1997-02-05,0,1.0,False
211,1603,Mr. AleX WatkinS,Small Business,Divorced,Male,1997-02-05,1,2.0,False
212,1603,Mr. Alex Watkins,Small Business,Remarried,Male,1997-02-05,2,,True
213,1606,Prof. Don Rogers,Home Office,Single,Male,1991-02-05,0,,True
214,1607,Doctor. Kathleen Huang Hall,Home Office,Single,Female,1989-02-05,0,,True
215,1609,Doctor. Jerry Ennis,Consumer,Single,Male,1992-02-05,0,,True
216,1614,Dr. Wayne Lutz,Consumer,Single,Female,1992-02-05,0,,True
217,1618,Professor June nan Roberts,Consumer,Single,Female,1994-02-05,0,,True
218,1620,Professor Gerald Petty,Consumer,Single,Male,1990-02-05,0,,True
219,1623,Prof. Patrick nan Adcock,Small Business,Single,Female,1994-02-05,0,,True
220,1625,Prof. Molly Browning,Home Office,Single,Female,1990-12-07,0,,True
221,1627,Mr. Aaron Day,Corporate,Single,Male,1997-02-14,0,1.0,False
222,1627,Mr. Aaron Day,Corporate,Married,Male,1997-02-14,1,2.0,False
223,1627,Mr. Aaron Day,Corporate,Divorced,Male,1997-02-14,2,,True
224,1632,Prof. Lori Wolfe,Home Office,Single,Female,1992-02-05,0,,True
225,1633,Professor. Gerald Raynor,Home Office,Single,Male,1991-02-05,0,,True
226,1634,Doctor Katherine W Epstein,Home Office,Single,Female,1987-02-05,0,,True
227,1636,Prof. Sidney Greenberg,Home Office,Single,Female,1997-12-07,0,,True
228,1639,Doctor. Marvin Rollins,Home Office,Single,Female,1994-02-05,0,,True
229,1644,Doctor. Sam nan Woodward,Small Business,Single,Female,1994-12-07,0,,True
230,1646,Dr. Eugene Brewer Knox,Small Business,Single,Male,1993-02-05,0,,True
231,1648,Dr. Nina nan Bowles,Corporate,Single,Female,1993-02-05,0,,True
232,1649,Professor Roy Hardison,Corporate,Single,Female,1989-02-05,0,,True
234,1650,Dr. Dan Lamm,Corporate,Single,Male,1991-02-05,0,,True
235,1653,Professor Charles Cline,Corporate,Single,Male,1990-02-05,0,,True
236,1665,Dr. Elsie Pridgen,Consumer,Single,Male,1991-02-05,0,,True
238,1670,Prof. Carolyn Bowling,Small Business,Single,Male,1990-02-05,0,,True
239,1671,Professor. Mitchell Ross,Small Business,Single,Female,1987-02-05,0,,True
240,1672,Doctor Sidney Scarborough,Small Business,Single,Female,1990-02-05,0,,True
241,1679,Prof. Jeanne Nguyen,Consumer,Single,Male,1991-12-07,0,,True
242,1680,Doctor. Esther Whitaker,Consumer,Single,Male,1991-12-07,0,,True
243,1682,Professor Julie nan Edwards,Consumer,Single,Female,1998-02-05,0,,True
244,1683,Prof. Wesley nan Corbett,Consumer,Single,Female,1987-02-05,0,,True
245,1686,Doctor. Lynn nan O'Donnell,Corporate,Single,Female,1996-12-07,0,,True
246,1689,Dr. Larry nan Church,Corporate,Single,Female,1995-02-05,0,,True
247,1690,Dr. Neil Bailey,Corporate,Single,Female,1997-02-05,0,,True
248,1692,Professor Rhonda nan Schroeder,Consumer,Single,Female,1989-02-05,0,,True
249,1693,Dr. Melinda Thornton,Consumer,Single,Female,1991-02-05,0,,True
250,1697,Prof. Holly Osborne,Home Office,Single,Male,1989-02-05,0,,True
251,1699,Professor Joseph Hurst,Small Business,Single,Female,1989-02-05,0,,True
254,1702,Professor. Sandra Berry,Home Office,Single,Female,1990-02-05,0,,True
255,1708,Prof. Lillian Day,Small Business,Single,Female,1993-02-05,0,,True
256,1709,Doctor. Dennis Bowen,Small Business,Single,Male,1990-02-05,0,,True
257,1711,Doctor Sharon Long,Corporate,Single,Female,1986-12-07,0,,True
258,1712,Dr. Regina Langley,Corporate,Single,Female,1990-02-05,0,,True
259,1713,Prof. Rosemary Stark,Corporate,Single,Female,1997-02-05,0,,True
260,1718,Professor. Kathy Shah,Consumer,Single,Female,1994-12-07,0,,True
261,1719,Doctor Russell W Melton,Corporate,Single,Female,1994-02-05,0,,True
263,1721,Dr. Jennifer Zimmerman,Corporate,Single,Male,1989-02-05,0,,True
264,1723,Doctor. Constance Flowers,Corporate,Single,Female,1992-02-05,0,,True
265,1725,Dr. Linda Blake,Corporate,Single,Female,1995-02-05,0,,True
266,1727,Professor Juanita Ballard,Small Business,Single,Female,1989-02-05,0,,True
267,1728,Prof. Carrie Lewis,Corporate,Single,Male,1990-02-07,0,,True
268,1730,Prof. Kerry Wilkerson,Small Business,Single,Female,1987-02-05,0,,True
269,1733,Doctor. Nina Horne Kelly,Small Business,Single,Female,1996-02-05,0,,True
270,1734,Dr. Christopher Meadows,Small Business,Single,Female,1991-02-05,0,,True
271,1737,Prof. Danielle Myers,Corporate,Single,Male,1990-02-05,0,,True
272,1738,Professor. Dean Solomon,Corporate,Single,Male,1990-02-05,0,,True
273,1739,Doctor Edna Pierce,Corporate,Single,Male,1991-12-07,0,,True
274,1743,Prof. Paige nan Jacobs,Consumer,Single,Female,1994-02-05,0,,True
275,1745,Dr. Herbert Holden,Consumer,Single,Male,1992-02-05,0,,True
276,1748,Doctor. Helen nan Simpson,Consumer,Single,Male,1988-12-07,0,,True
277,1749,Dr. Sherri P Stephens,Home Office,Single,Female,1987-12-07,0,,True
278,1754,Professor Nelson Hong,Consumer,Single,Female,1998-02-05,0,,True
279,1764,Prof. Michele Bradshaw,Consumer,Single,Female,1996-12-07,0,,True
280,1765,Professor Ralph Woods Scott,Consumer,Single,Female,1990-02-05,0,,True
281,1767,Professor. Robert Rollins,Home Office,Single,Female,1994-02-05,0,,True
282,1771,Prof. Jeff nan Spivey,Home Office,Single,Male,1990-02-05,0,,True
283,1775,Doctor. Marlene nan Kirk,Consumer,Single,Female,1998-02-05,0,,True
284,1776,Dr. Charlotte nan Patterson,Consumer,Single,Male,1989-02-05,0,,True
285,1777,Professor Miriam nan Greenberg,Corporate,Single,Female,1994-12-07,0,,True
286,1778,Prof. Ray nan Oakley,Consumer,Single,Female,1998-02-05,0,,True
287,1781,Dr. Jackie Capps,Home Office,Single,Male,1990-12-07,0,,True
288,1782,Doctor. Lawrence Dennis,Home Office,Single,Female,1991-02-05,0,,True
289,1788,Doctor Valerie Siegel,Consumer,Single,Female,1998-02-05,0,,True
290,1793,Doctor. Derek nan Jernigan,Home Office,Single,Male,1989-12-10,0,,True
291,1802,Dr. Jack Morse,Corporate,Single,Male,1993-02-05,0,,True
292,1808,Professor Joyce Knox,Home Office,Single,Female,1990-02-05,0,,True
293,1814,Mr. Albert Tyson,Home Office,Married,Male,1997-02-05,0,1.0,False
294,1814,Mr. Albert Tyson,Home Office,Divorced,Male,1997-02-05,1,2.0,False
295,1814,Mr. Albert Tyson,Home Office,Remarried,Male,1997-02-05,2,,True
296,1815,Doctor Marvin Yang,Home Office,Single,Female,1995-02-05,0,,True
297,1816,Dr. Danielle nan Schneider,Consumer,Single,Male,1990-02-07,0,,True
298,1818,Professor Ian nan Hall,Consumer,Single,Male,1990-02-05,0,,True
300,1821,Prof. Vanessa Boyer,Consumer,Single,Female,1990-02-05,0,,True
301,1826,Prof. Kate nan Peck,Corporate,Single,Female,1994-02-05,0,,True
302,1827,Doctor. Vincent nan Hale,Corporate,Single,Female,1995-02-05,0,,True
303,1828,Dr. Stacey nan Lucas,Corporate,Single,Female,1994-02-05,0,,True
304,1829,Professor Suzanne nan Cochran,Corporate,Single,Female,1994-02-05,0,,True
305,1836,Prof. Dwight Albright Huffman,Corporate,Single,Male,1991-02-06,0,,True
306,1837,Professor Herbert Williamson,Corporate,Single,Male,1992-02-05,0,,True
307,1840,Doctor. Clifford Webb,Home Office,Single,Female,1991-02-07,0,,True
308,1849,Dr. Michelle Steele,Consumer,Single,Female,1991-02-05,0,,True
310,1852,Dr. Joy Kaplan McNeill,Home Office,Single,Female,1989-02-05,0,,True
311,1854,Dr. Erika Morgan,Home Office,Single,Male,1991-02-05,0,,True
312,1860,Professor Gina B Hess,Home Office,Single,Male,1992-02-05,0,,True
313,1869,Doctor. Roberta Daniel,Consumer,Single,Female,1994-12-07,0,,True
314,1873,Prof. Lisa Kim,Corporate,Single,Female,1999-02-05,0,,True
315,1875,Professor. Martin Kirk,Consumer,Single,Female,1987-02-05,0,,True
316,1882,Prof. Anita Kent,Home Office,Married,Female,1991-02-09,0,,True
317,1885,Doctor. Jacob Hirsch,Home Office,Single,Male,1992-02-05,0,,True
318,1889,Dr. Oscar Bowers,Home Office,Single,Female,1988-02-05,0,,True
322,1891,Professor Gretchen Levine,Home Office,Single,Male,1991-12-07,0,,True
323,1893,Prof. Melanie nan Burgess,Consumer,Single,Female,1997-12-07,0,,True
324,1894,Doctor. Maureen Herbert Hood,Consumer,Single,Female,1993-02-05,0,,True
326,1906,Prof. Penny Tuttle,Corporate,Single,Female,1994-02-05,0,,True
327,1907,Doctor. Amy Hall,Corporate,Married,Female,1998-02-06,0,,True
329,1910,Doctor Sean Stephenson,Home Office,Single,Female,1991-02-05,0,,True
330,1916,Dr. Marcia Feldman,Home Office,Single,Female,1987-02-05,0,,True
331,1917,Prof. Tracy Buckley,Home Office,Single,Female,1986-12-07,0,,True
332,1918,Professor. Hannah Tyson,Home Office,Single,Male,1990-02-05,0,,True
333,1919,Doctor Nathan Jenkins,Home Office,Single,Female,1998-02-05,0,,True
335,1927,Dr. Earl Alston,Home Office,Single,Male,1990-12-08,0,,True
336,1928,Prof. Gregory R Snow,Home Office,Single,Male,1992-02-05,0,,True
337,1933,Dr. William nan Crawford,Corporate,Single,Female,1995-02-05,0,,True
338,1934,Professor Scott nan Moore,Home Office,Single,Female,1990-12-07,0,,True
339,1935,Prof. Diana Coble Hubbard,Home Office,Single,Male,1992-02-05,0,,True
340,1938,Doctor. Franklin nan Spencer,Corporate,Single,Male,1991-02-05,0,,True
342,1940,Prof. Eileen McDonald,Corporate,Single,Male,1991-12-07,0,,True
343,1946,Dr. Teresa Wallace,Consumer,Single,Female,1994-02-05,0,,True
344,1949,Professor Dana Waller,Small Business,Single,Male,1990-12-08,0,,True
346,1950,Dr. Leslie Shannon,Small Business,Single,Female,1996-02-05,0,,True
347,1956,Doctor. Justin Frank,Consumer,Single,Female,1995-02-05,0,,True
348,1957,Dr. Ted nan Crowder,Consumer,Single,Female,1997-02-05,0,,True
349,1958,Prof. Vickie Martinez,Consumer,Single,Female,1997-02-05,0,,True
350,1959,Professor. Bonnie Matthews Rowland,Home Office,Single,Male,1992-02-05,0,,True
351,1962,Professor Sean nan Burton,Home Office,Single,Female,1993-02-05,0,,True
352,1967,Prof. Carolyn nan Hoffman,Small Business,Single,Male,1990-02-06,0,,True
353,1971,Doctor Marsha Roy,Corporate,Single,Female,1990-02-05,0,,True
354,1972,Professor Priscilla Brandon,Corporate,Single,Female,1997-02-05,0,,True
355,1974,Doctor. Robert nan Brantley,Consumer,Single,Female,1990-02-05,0,,True
356,1976,Dr. Sherri F Vogel,Consumer,Single,Female,1997-02-05,0,,True
357,1979,Professor Marianne Weiner Ennis,Corporate,Single,Female,1990-02-05,0,,True
359,1984,Dr. Lynne Wilcox,Consumer,Single,Female,1988-02-05,0,,True
360,1986,Professor Lynda nan Rosenthal,Home Office,Single,Female,1990-02-05,0,,True
361,1988,Dr. Anna Burgess,Home Office,Married,Female,1990-12-07,0,,True
362,1989,Doctor. David Weaver,Home Office,Single,Male,1993-02-05,0,,True
364,1991,Prof. Paula Hubbard,Home Office,Single,Female,1992-02-05,0,,True
365,1997,Prof. Harriet Bowman,Consumer,Single,Male,1994-02-05,0,,True
366,1998,Prof. Judy Frazier,Corporate,Single,Female,1996-02-05,0,,True
368,2004,Professor James Dickinson Ball,Home Office,Single,Male,1990-02-05,0,,True
369,2006,Dr. Cynthia Khan,Home Office,Single,Male,1990-02-06,0,,True
370,2014,Prof. Cathy nan Simon,Home Office,Single,Male,1991-02-05,0,,True
371,2016,Doctor. Wayne nan Bean,Corporate,Single,Female,1991-02-05,0,,True
372,2020,Doctor. Erika Jordan,Home Office,Single,Male,1989-12-07,0,,True
374,2030,Dr. Lindsay nan O'Connell,Corporate,Single,Female,1990-02-05,0,,True
375,2035,Professor. Jon Ward,Consumer,Single,Female,1990-02-05,0,,True
376,2037,Doctor. Lynda Herman,Small Business,Single,Female,1988-02-05,0,,True
377,2038,Dr. Peter Adams,Small Business,Single,Female,1995-02-05,0,,True
378,2044,Doctor Jay Simon,Corporate,Single,Male,1992-02-05,0,,True
379,2046,Professor Eileen nan Schwartz,Corporate,Single,Male,1994-02-05,0,,True
380,2049,Dr. Kenneth Pollock,Corporate,Single,Female,1996-02-05,0,,True
