Customer ID,Customer Name,Customer_Segment,Maritial_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Country,Region,State or Province,City,Postal Code,Total_Policy_Amt,Premium_Amt_Paid_TillDate
314,Mrs Ruby nan Gibbons,Corporate,Single,Female,1991-02-05,2007-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_314,HSB_Lifeclaim_13579,5000,Quarterly,2007-12-31,2030-12-27,2011-03-31,2011-09-25,U.S,Central,Illinois,Forest Park,60130,500000,60000
1142,Doctor. Russell nan Chan,Home Office,Single,Female,1993-02-05,2009-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1142,HSB_Lifeclaim_13579,5000,Quarterly,2009-12-31,2032-12-27,2013-03-31,2013-09-25,U.S,Central,Texas,Waco,76706,500000,60000
540,Miss. Ruth nan Lamm,Small Business,Single,Female,1997-02-05,2016-07-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_540,HSB_Jewel_02468,60000,Half Yearly,2016-07-01,2036-12-27,2017-07-01,2018-01-01,U.S,Central,Illinois,Vernon Hills,60061,400000,120000
2289,Dr. Ryan nan Herman,Home Office,Single,Female,1986-12-07,2003-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2289,HSB_Auto_98765,2000,Monthly,2003-12-31,2026-12-27,2007-01-31,2007-02-28,United States Of America,Central,Minnesota,Burnsville,55337,200000,72000
959,Prof. Sally nan House,Corporate,Single,Female,1989-02-05,2009-01-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_959,HSB_Jewel_02468,60000,Half Yearly,2009-01-01,2028-12-27,2009-07-01,2010-01-01,US,Central,Texas,Burleson,76028,400000,60000
2973,Dr. Sally nan Liu,Home Office,Single,Female,1992-02-05,2011-12-30,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2973,HSB_Jewel_02468,60000,Half Yearly,2011-12-30,2031-12-27,2012-06-30,2012-12-31,U.S.A,Central,Wisconsin,New Berlin,53151,400000,60000
1644,Doctor. Sam nan Woodward,Small Business,Single,Female,1994-12-07,2011-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1644,HSB_Auto_98765,2000,Monthly,2011-12-31,2034-12-27,2015-01-31,2015-02-28,US,Central,Texas,Friendswood,77546,200000,72000
197,Miss Samantha nan Weaver,Small Business,Single,Female,1997-02-05,2013-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_197,HSB_Lifeclaim_13579,5000,Quarterly,2013-12-31,2036-12-27,2017-03-31,2017-09-25,U.S.A,Central,Kansas,Overland Park,66212,500000,60000
3089,Professor Sandy nan Cannon,Corporate,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3089,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,United States Of America,Central,Kansas,Leawood,66209,500000,60000
1934,Professor Scott nan Moore,Home Office,Single,Female,1990-12-07,2007-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1934,HSB_Auto_98765,2000,Monthly,2007-12-31,2030-12-27,2011-01-31,2011-02-28,U.S,Central,Texas,Georgetown,78626,200000,72000
1962,Professor Sean nan Burton,Home Office,Single,Female,1993-02-05,2009-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1962,HSB_Lifeclaim_13579,5000,Quarterly,2009-12-31,2032-12-27,2013-03-31,2013-09-25,US,Central,Michigan,Saginaw,48601,500000,60000
2991,Dr. Sean nan Herbert,Home Office,Single,Female,1994-02-05,2010-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2991,HSB_Lifeclaim_13579,5000,Quarterly,2010-12-31,2033-12-27,2014-03-31,2014-09-25,U.S,Central,Wisconsin,Racine,53402,500000,60000
683,Professor Seth nan Merrill,Small Business,Single,Female,1992-12-07,2009-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_683,HSB_Auto_98765,2000,Monthly,2009-12-31,2032-12-27,2013-01-31,2013-02-28,United States Of America,Central,Nebraska,Papillion,68046,200000,72000
2584,Professor Seth nan Matthews,Home Office,Single,Female,1992-02-05,2008-12-30,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2584,HSB_Lifeclaim_13579,5000,Quarterly,2008-12-30,2031-12-27,2012-03-30,2012-09-24,U.S.A,Central,Michigan,Inkster,48141,500000,60000
868,Prof. Sharon nan Ellis,Corporate,Single,Female,1988-12-07,2005-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_868,HSB_Auto_98765,2000,Monthly,2005-12-31,2028-12-27,2009-01-31,2009-02-28,U.S.A,Central,Minnesota,Shoreview,55126,200000,72000
3229,Prof. Sharon nan Kessler,Small Business,Single,Female,1990-02-05,2006-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3229,HSB_Lifeclaim_13579,5000,Quarterly,2006-12-31,2029-12-27,2010-03-31,2010-09-25,U.S.A,Central,Wisconsin,Superior,54880,500000,60000
2521,Dr. Shawn nan Meyer,Home Office,Single,Female,1993-02-05,2013-01-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2521,HSB_Jewel_02468,60000,Half Yearly,2013-01-01,2032-12-27,2013-07-01,2014-01-01,U.S.A,Central,Texas,Corsicana,75109,400000,60000
1749,Dr. Sherri P Stephens,Home Office,Single,Female,1987-12-07,2004-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1749,HSB_Auto_98765,2000,Monthly,2004-12-31,2027-12-27,2008-01-31,2008-02-28,United States Of America,Central,Oklahoma,Lawton,73505,200000,72000
1976,Dr. Sherri F Vogel,Consumer,Single,Female,1997-02-05,2013-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1976,HSB_Lifeclaim_13579,5000,Quarterly,2013-12-31,2036-12-27,2017-03-31,2017-09-25,USA,Central,Michigan,East Lansing,48823,500000,60000
827,Dr. Sheryl nan Marsh,Home Office,Single,Female,1990-02-05,2006-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_827,HSB_Lifeclaim_13579,5000,Quarterly,2006-12-31,2029-12-27,2010-03-31,2010-09-25,US,Central,Texas,Amarillo,79109,500000,60000
1828,Dr. Stacey nan Lucas,Corporate,Single,Female,1994-02-05,2014-01-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1828,HSB_Jewel_02468,60000,Half Yearly,2014-01-01,2033-12-27,2014-07-01,2015-01-01,U.S,Central,Iowa,Cedar Falls,50613,400000,60000
1427,Prof. Stacy nan Gould,Home Office,Single,Female,1997-02-05,2016-07-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1427,HSB_Jewel_02468,60000,Half Yearly,2016-07-01,2036-12-27,2017-07-01,2018-01-01,USA,Central,Michigan,Bay City,48708,400000,120000
2334,Professor Stephanie nan Hawkins,Home Office,Single,Female,1990-02-05,2006-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2334,HSB_Lifeclaim_13579,5000,Quarterly,2006-12-31,2029-12-27,2010-03-31,2010-09-25,United States Of America,Central,Wisconsin,Greenfield,53220,500000,60000
648,Doctor. Steve nan O'Brien,Home Office,Single,Female,1994-12-07,2011-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_648,HSB_Auto_98765,2000,Monthly,2011-12-31,2034-12-27,2015-01-31,2015-02-28,USA,Central,Illinois,Bolingbrook,60440,200000,72000
3261,Dr. Steven nan Long,Consumer,Single,Female,1996-12-07,2013-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3261,HSB_Auto_98765,2000,Monthly,2013-12-31,2036-12-27,2017-01-31,2017-02-28,United States Of America,Central,Michigan,Adrian,49221,200000,72000
1829,Professor Suzanne nan Cochran,Corporate,Single,Female,1994-02-05,2010-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1829,HSB_Lifeclaim_13579,5000,Quarterly,2010-12-31,2033-12-27,2014-03-31,2014-09-25,U.S.A,Central,Iowa,Cedar Rapids,52402,500000,60000
377,Miss. Sylvia nan Bush,Consumer,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_377,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,United States Of America,Central,Illinois,Batavia,60510,500000,60000
3042,Professor Tara nan Gold,Small Business,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3042,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,US,Central,Kansas,Hutchinson,67501,500000,60000
1957,Dr. Ted nan Crowder,Consumer,Single,Female,1997-02-05,2016-07-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1957,HSB_Jewel_02468,60000,Half Yearly,2016-07-01,2036-12-27,2017-07-01,2018-01-01,United States Of America,Central,Missouri,University City,63130,400000,120000
444,Mr Thelma nan Abrams,Small Business,Single,Female,1996-12-07,2013-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_444,HSB_Auto_98765,2000,Monthly,2013-12-31,2036-12-27,2017-01-31,2017-02-28,US,Central,Illinois,Urbana,61801,200000,72000
1075,Professor Theodore nan Tyson,Home Office,Single,Female,1987-12-07,2004-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1075,HSB_Auto_98765,2000,Monthly,2004-12-31,2027-12-27,2008-01-31,2008-02-28,U.S.A,Central,Illinois,Romeoville,60441,200000,72000
2775,Professor Theodore nan Rubin,Consumer,Single,Female,1987-02-05,2007-01-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2775,HSB_Jewel_02468,60000,Half Yearly,2007-01-01,2026-12-27,2007-07-01,2008-01-01,United States Of America,Central,Illinois,Franklin Park,60131,400000,60000
3069,Dr. Tiffany nan Merrill,Consumer,Single,Female,1987-02-05,2003-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3069,HSB_Lifeclaim_13579,5000,Quarterly,2003-12-31,2026-12-27,2007-03-31,2007-09-25,USA,Central,Minnesota,Oakdale,55128,500000,60000
2833,Prof. Tim nan Connolly,Small Business,Single,Female,1989-02-05,2009-01-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2833,HSB_Jewel_02468,60000,Half Yearly,2009-01-01,2028-12-27,2009-07-01,2010-01-01,United States Of America,Central,Minnesota,Inver Grove Heights,55076,400000,60000
3035,Prof. Tina nan Evans,Home Office,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3035,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,U.S.A,Central,Illinois,Lombard,60148,500000,60000
2157,Doctor. Tom Hoyle Honeycutt,Home Office,Single,Female,1989-12-07,2006-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2157,HSB_Auto_98765,2000,Monthly,2006-12-31,2029-12-27,2010-01-31,2010-02-28,U.S.A,Central,Michigan,Warren,48093,200000,72000
689,Doctor. Tommy nan Honeycutt,Small Business,Single,Female,1994-02-05,2014-01-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_689,HSB_Jewel_02468,60000,Half Yearly,2014-01-01,2033-12-27,2014-07-01,2015-01-01,U.S,Central,Missouri,Saint Peters,63376,400000,60000
2502,Doctor. Toni Owens Poe,Home Office,Single,Female,1997-02-05,2013-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2502,HSB_Lifeclaim_13579,5000,Quarterly,2013-12-31,2036-12-27,2017-03-31,2017-09-25,U.S,Central,Indiana,Munster,46321,500000,60000
954,Professor Tony nan Chandler,Small Business,Single,Female,1990-02-05,2006-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_954,HSB_Lifeclaim_13579,5000,Quarterly,2006-12-31,2029-12-27,2010-03-31,2010-09-25,United States Of America,Central,Texas,Highland Village,75067,500000,60000
2450,Dr. Tonya nan Miller,Home Office,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2450,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,United States Of America,Central,Wisconsin,Janesville,53545,500000,60000
2458,Prof. Troy nan Casey,Home Office,Single,Female,1992-02-05,2008-12-30,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2458,HSB_Lifeclaim_13579,5000,Quarterly,2008-12-30,2031-12-27,2012-03-30,2012-09-24,U.S,Central,Minnesota,Edina,55410,500000,60000
447,Mrs. Valerie nan Moon,Corporate,Single,Female,1997-02-05,2016-07-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_447,HSB_Jewel_02468,60000,Half Yearly,2016-07-01,2036-12-27,2017-07-01,2018-01-01,U.S.A,Central,Minnesota,Roseville,55113,400000,120000
573,Prof. Vanessa nan Winstead,Corporate,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_573,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,United States Of America,Central,Illinois,Pekin,61554,500000,60000
1065,Prof. Vicki nan Bond,Corporate,Single,Female,1998-02-05,2014-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1065,HSB_Lifeclaim_13579,5000,Quarterly,2014-12-31,2037-12-27,2018-03-31,2018-09-25,United States Of America,Central,Illinois,Burbank,60459,500000,60000
1253,Dr. Vickie nan Coates,Home Office,Single,Female,1994-12-07,2011-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1253,HSB_Auto_98765,2000,Monthly,2011-12-31,2034-12-27,2015-01-31,2015-02-28,US,Central,Texas,Cedar Park,78613,200000,72000
2071,Dr. Victor nan Cherry,Corporate,Single,Female,1988-02-05,2007-12-30,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2071,HSB_Jewel_02468,60000,Half Yearly,2007-12-30,2027-12-27,2008-06-30,2008-12-31,U.S,Central,Michigan,Farmington Hills,48336,400000,60000
1827,Doctor. Vincent nan Hale,Corporate,Single,Female,1995-02-05,2015-01-01,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1827,HSB_Jewel_02468,60000,Half Yearly,2015-01-01,2034-12-27,2015-07-01,2016-01-01,US,Central,Iowa,Burlington,52601,400000,60000
286,Mistress. Virginia nan Gay,Small Business,Single,Female,1996-12-07,2013-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_286,HSB_Auto_98765,2000,Monthly,2013-12-31,2036-12-27,2017-01-31,2017-02-28,United States Of America,Central,Kansas,Shawnee,66203,200000,72000
2553,Professor Virginia nan McNeill,Home Office,Single,Female,1998-02-05,2014-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2553,HSB_Lifeclaim_13579,5000,Quarterly,2014-12-31,2037-12-27,2018-03-31,2018-09-25,USA,Central,Wisconsin,Kenosha,53142,500000,60000
3197,Dr. Wallace nan Pugh,Home Office,Single,Female,1988-02-05,2007-12-30,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_3197,HSB_Jewel_02468,60000,Half Yearly,2007-12-30,2027-12-27,2008-06-30,2008-12-31,US,Central,Illinois,Northbrook,60062,400000,60000
1485,Professor Wayne nan Sutherland,Home Office,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1485,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,US,Central,Illinois,Downers Grove,60516,500000,60000
2016,Doctor. Wayne nan Bean,Corporate,Single,Female,1991-02-05,2007-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2016,HSB_Lifeclaim_13579,5000,Quarterly,2007-12-31,2030-12-27,2011-03-31,2011-09-25,U.S,Central,Michigan,Southgate,48195,500000,60000
2583,Dr. Wendy Pridgen Pearce,Home Office,Single,Female,1997-02-05,2013-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2583,HSB_Lifeclaim_13579,5000,Quarterly,2013-12-31,2036-12-27,2017-03-31,2017-09-25,U.S,Central,Michigan,Holland,49423,500000,60000
1402,Professor Wesley nan Tate,Home Office,Single,Female,1992-02-05,2011-12-30,,12468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1402,HSB_Jewel_02468,60000,Half Yearly,2011-12-30,2031-12-27,2012-06-30,2012-12-31,USA,Central,Illinois,Chicago,60653,400000,60000
1466,Prof. Wesley nan Reid,Small Business,Single,Female,1989-12-07,2006-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1466,HSB_Auto_98765,2000,Monthly,2006-12-31,2029-12-27,2010-01-31,2010-02-28,U.S.A,Central,Nebraska,Columbus,68601,200000,72000
1683,Prof. Wesley nan Corbett,Consumer,Single,Female,1987-02-05,2003-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1683,HSB_Lifeclaim_13579,5000,Quarterly,2003-12-31,2026-12-27,2007-03-31,2007-09-25,USA,Central,Texas,Conroe,77301,500000,60000
2159,Dr. Wesley nan Field,Corporate,Single,Female,1988-02-05,2004-12-30,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2159,HSB_Lifeclaim_13579,5000,Quarterly,2004-12-30,2027-12-27,2008-03-30,2008-09-24,USA,Central,Michigan,Westland,48185,500000,60000
1933,Dr. William nan Crawford,Corporate,Single,Female,1995-02-05,2011-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1933,HSB_Lifeclaim_13579,5000,Quarterly,2011-12-31,2034-12-27,2015-03-31,2015-09-25,US,Central,Texas,Garland,75043,500000,60000
2954,Professor William nan Sharma,Consumer,Single,Female,1996-12-07,2013-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2954,HSB_Auto_98765,2000,Monthly,2013-12-31,2036-12-27,2017-01-31,2017-02-28,United States Of America,Central,Minnesota,Maplewood,55119,200000,72000
146,Miss Yvonne nan Fox,Corporate,Single,Female,1992-12-07,2009-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_146,HSB_Auto_98765,2000,Monthly,2009-12-31,2032-12-27,2013-01-31,2013-02-28,USA,Central,Texas,Watauga,76148,200000,72000
962,Doctor. Yvonne nan Clarke,Home Office,Single,Female,1990-02-05,2006-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_962,HSB_Lifeclaim_13579,5000,Quarterly,2006-12-31,2029-12-27,2010-03-31,2010-09-25,U.S,Central,Illinois,Chicago,60610,500000,60000
2457,Professor Yvonne nan Collier,Home Office,Single,Female,1991-02-05,2007-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2457,HSB_Lifeclaim_13579,5000,Quarterly,2007-12-31,2030-12-27,2011-03-31,2011-09-25,US,Central,Minnesota,Lino Lakes,55014,500000,60000
1354,Mr. AARON nan DILLON,Consumer,Married,Male,1997-02-05,2007-12-31,,19183.0,Endowment,Pay a lump sum on its maturity or on death.,19183_674,HSB_Endowment_19183,5000,Quarterly,2009-12-30,2112-01-01,2013-03-30,2013-09-24,US,Central,Missouri,Raytown,64133,500000,60000
697,Mister. aDAM G sawyer,Corporate,Divorced,Male,1997-02-05,2011-06-30,,19184.0,Moneyback,The insured person gets a percentage of sum assured at regular intervals,19184_188,HSB_Moneyback_19184,5000,Quarterly,2011-04-01,2036-12-27,2014-07-01,2015-01-01,USA,Central,Texas,Gainesville,76240,500000,60000
674,Mr aLBERT nan frosT,Small Business,Remarried,Male,1993-02-06,2009-12-31,,19185.0,ChildPlan,Insurance cum investment plan to secure child's future,19185_3106,HSB_ChildPlan_19185,5000,Quarterly,2011-12-31,2035-12-27,2015-03-31,2015-09-25,U.S,Central,Texas,Houston,77041,500000,60000
188,Mrs. AlEx nan harrell,Corporate,Married,Male,1997-02-05,2010-12-31,,19186.0,UnitLinked,Market-linked product that aggregates the very best of investment and insurance,19186_597,HSB_UnitLinked_19186,5000,Quarterly,2012-12-31,2037-12-27,2016-03-31,2016-09-25,U.S.A,Central,Indiana,Columbus,47201,500000,60000
3106,Mistress. AlexandeR nan O'Brien,Home Office,Divorced,Male,1996-02-05,2007-12-31,,19187.0,AnnuityPlan,Income stream for retirees,19187_2108,HSB_AnnuityPlan_19187,5000,Quarterly,2009-12-30,2037-12-27,2013-03-30,2013-09-24,United States,Central,Missouri,Mehlville,63129,500000,60000
597,Mr. AleXandra nan WISE,Small Business,Remarried,Male,1998-02-05,2008-12-30,,19181.0,TermLife,Coverage for a certain period of time,19181_1354,HSB_Termclaim_23579,5000,Quarterly,2010-12-31,2036-12-27,2014-03-31,2014-09-25,United States Of America,Central,Texas,Weatherford,76086,500000,60000
2108,Mr. Alfred nan BARBER,Corporate,Married,Male,1998-02-05,2009-12-31,,19182.0,WholeLife,Remain in force for the insured's entire lifetime,19182_697,HSB_WholeLife_22468,60000,Half Yearly,2014-10-01,2112-01-01,2015-03-31,2015-09-25,United States,Central,Indiana,East Chicago,46312,400000,120000
5678,Mr. Gaurav nan Singh,Corporate,Married,Male,1998-02-05,2013-01-31,,19182.0,WholeLife,Remain in force for the insured's entire lifetime,19182_697,HSB_WholeLife_22468,60000,Half Yearly,2014-10-01,2112-01-01,2015-03-31,2015-09-25,United States,Central,Indiana,East Chicago,46312,400000,120000
1354,Mr. Aaron nan Dillon,Consumer,Divorced,Male,1997-02-05,2007-12-31,,19183.0,Endowment,Pay a lump sum on its maturity or on death.,19183_674,HSB_Endowment_19183,5000,Quarterly,2010-12-30,2112-01-01,2014-03-30,2014-09-30,US,Central,Missouri,Raytown,64133,500000,60000
697,Mister. Adam G Sawyer,Corporate,Remarried,Male,1997-02-05,2011-06-30,,19184.0,Moneyback,The insured person gets a percentage of sum assured at regular intervals,19184_188,HSB_Moneyback_19184,5000,Quarterly,2012-04-01,2036-12-27,2015-07-01,2016-07-01,USA,Central,Texas,Gainesville,76240,500000,60000
674,Mr Albert nan Frost,Small Business,Married,Male,1993-02-06,2009-12-31,,19185.0,ChildPlan,Insurance cum investment plan to secure child's future,19185_3106,HSB_ChildPlan_19185,5000,Quarterly,2012-12-31,2035-12-27,2016-03-31,2016-12-31,U.S,Central,Texas,Houston,77041,500000,60000
188,Mrs. Alex nan Harrell,Corporate,Divorced,Male,1997-02-05,2010-12-31,,19186.0,UnitLinked,Market-linked product that aggregates the very best of investment and insurance,19186_597,HSB_UnitLinked_19186,5000,Quarterly,2013-12-31,2037-12-27,2017-03-31,2017-12-31,U.S.A,Central,Indiana,Columbus,47201,500000,60000
3106,Mr. Alexander nan O'Brien,Home Office,Remarried,Male,1996-02-05,2007-12-31,,19187.0,AnnuityPlan,Income stream for retirees,19187_2108,HSB_AnnuityPlan_19187,5000,Quarterly,2010-12-30,2037-12-27,2014-03-30,2014-12-30,United States,Central,Missouri,Mehlville,63129,500000,60000
597,Mr. Alexandra nan Wise,Small Business,Married,Male,1998-02-05,2008-12-30,,19181.0,TermLife,Coverage for a certain period of time,19181_1354,HSB_Termclaim_23579,5000,Quarterly,2011-12-31,2036-12-27,2015-03-31,2015-12-31,United States Of America,Central,Texas,Weatherford,76086,500000,60000
2108,Mr. Alfred nan Barber,Corporate,Divorced,Male,1998-02-05,2009-12-31,,19182.0,WholeLife,Remain in force for the insured's entire lifetime,19182_697,HSB_WholeLife_22468,60000,Half Yearly,2015-03-31,2112-01-01,2016-03-31,2016-12-31,United States,Central,Indiana,East Chicago,46312,400000,120000
5678,Mr. Gaurav nan Singh,Corporate,Married,Male,1998-02-05,2013-01-31,,19182.0,WholeLife,Remain in force for the insured's entire lifetime,19182_697,HSB_WholeLife_22468,60000,Half Yearly,2014-03-31,2112-01-01,2015-03-31,2015-09-25,United States,Central,Indiana,East Chicago,46312,400000,120000
6789,Mr. Atul Kumar Pandey,Corporate,Married,Male,1998-02-05,2013-01-31,,19182.0,WholeLife,Remain in force for the insured's entire lifetime,19182_697,HSB_WholeLife_22468,60000,Half Yearly,2014-03-31,2112-01-01,2015-03-31,2015-09-25,United States,Central,Indiana,East Chicago,46312,400000,120000
1907,Doctor. Amy Hall,Corporate,Married,Female,1998-02-06,2012-04-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1907,HSB_Lifeclaim_13579,5000,Quarterly,2012-04-01,2037-12-28,2015-07-01,2016-01-01,US,East,Ohio,Lorain,44052,500000,60000
2618,Doctor. Amy Hamrick Melvin,Corporate,Married,Female,1996-02-05,2007-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2618,HSB_Lifeclaim_13579,5000,Quarterly,2007-12-31,2035-12-27,2011-03-31,2011-09-25,US,East,New York,New York City,10004,500000,60000
460,Doctor. Anne Armstrong,Home Office,Married,Female,1991-02-06,2008-01-02,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_460,HSB_Lifeclaim_13579,5000,Quarterly,2008-01-02,2030-12-28,2011-04-02,2011-09-27,U.S,East,New Jersey,Millville,8332,500000,60000
3012,Doctor. Annie Livingston,Corporate,Married,Female,1991-02-05,2009-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3012,HSB_Lifeclaim_13579,5000,Quarterly,2009-12-31,2030-12-27,2013-03-31,2013-09-25,US,East,New York,Rochester,14609,500000,60000
331,Doctor. Bradley Pollock,Home Office,Single,Male,1992-02-09,2009-01-01,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_331,HSB_Jewel_02468,60000,Half Yearly,2009-01-01,2031-12-31,2009-07-01,2010-01-01,United States,East,New Hampshire,Goffstown,3045,400000,60000
2162,Doctor. Brenda Jain,Corporate,Single,Male,1990-02-05,2008-10-01,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2162,HSB_Jewel_02468,60000,Half Yearly,2008-10-01,2029-12-27,2009-03-31,2009-09-25,U.S,East,Pennsylvania,Sharon,16146,400000,60000
142,Doctor. Brooke Weeks Taylor,Small Business,Single,Male,1990-02-06,2005-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_142,HSB_Lifeclaim_13579,5000,Quarterly,2005-12-31,2029-12-28,2009-03-31,2009-09-25,US,East,Connecticut,Ansonia,6401,500000,60000
398,Doctor. Bruce Stark,Corporate,Single,Male,1989-12-09,2007-06-01,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_398,HSB_Auto_98765,2000,Monthly,2007-06-01,2029-12-29,2010-07-01,2011-01-01,United States,East,Ohio,Dayton,45406,200000,72000
929,Doctor. Calvin Conway,Small Business,Single,Male,1990-12-08,2007-03-03,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_929,HSB_Auto_98765,2000,Monthly,2007-03-03,2030-12-28,2010-04-03,2010-09-28,United States,East,New Jersey,Old Bridge,8857,200000,72000
2797,Doctor. Cameron Kendall,Corporate,Divorced,Male,1990-02-05,2007-04-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2797,HSB_Lifeclaim_13579,5000,Quarterly,2007-04-01,2029-12-27,2010-07-01,2011-01-01,United States,East,Pennsylvania,Pittsburgh,15122,500000,60000
